path,pM,pF,pH,s,rM,rF,rH,residual,alpha,alpha_imag,pa_real,pa_imag,SAM,Put,Spd,Spm
async_0.5_0.5_2,0.5,0.5,2.0,0.9666666666666668,0.983192080250175,0.983192080250175,0.9344444444444444,5.027231964049861e-09,-0.0128571284895407,0.0,-0.0798149639383956,0.0667223497546306,41.85926790675073,133.7398746618026,90.02848701267632,63.83317986061999
async_0.5_0.5_2,0.5,0.5,2.0,1.0,1.0,1.0,1.0,5.044540785092977e-09,-0.0128260979781974,0.0,-0.0798914817125454,0.0665989191534523,41.33945162474625,135.3031798128219,90.5714595059804,64.03485653076714
async_0.5_2_0.5,0.5,2.0,0.5,0.0,0.0,0.0,0.0,1.2320427147782235e-11,-0.015875918996514,0.0,-0.0729033332438799,0.0673439533024259,65.06138248397946,98.20362967232712,79.59175253092295,61.35951148733721
async_0.5_2_0.5,0.5,2.0,0.5,0.0333333333333333,0.1825741858350553,0.0011111111111111,0.1825741858350553,9.057323779870785e-08,-0.0146655594486007,0.0,-0.0734197120406891,0.0676876051184671,61.05642289742863,99.96675273225588,78.79359991351262,60.41046904170997
async_0.5_2_0.5,0.5,2.0,0.5,0.0666666666666666,0.2581988897471611,0.0044444444444444,0.2581988897471611,4.0682479607312416e-08,-0.0142608646952607,0.0,-0.0736568450710629,0.0678334151580216,59.442127405251846,100.75133027640416,78.46257608208695,60.01184256416961
async_0.5_2_0.5,0.5,2.0,0.5,0.1,0.3162277660168379,0.01,0.3162277660168379,1.2303942753533192e-08,-0.0139852815896716,0.0,-0.0738576680025528,0.067947314470432,58.21310114045096,101.39472893418144,78.21965085714274,59.70929223804624
async_0.5_2_0.5,0.5,2.0,0.5,0.1333333333333333,0.3651483716701107,0.0177777777777777,0.3651483716701107,5.82778625357605e-09,-0.0137753952955786,0.0,-0.0740442815368777,0.0680443741011068,57.17954347627284,101.98045215714008,78.03219356497273,59.46165236951311
async_0.5_2_0.5,0.5,2.0,0.5,0.1666666666666666,0.408248290463863,0.0277777777777777,0.408248290463863,3.419430072426621e-09,-0.0136068847402192,0.0,-0.0742247891017791,0.0681300763821965,56.26797460614821,102.5433795668478,77.88940990213187,59.25402553029894
async_0.5_2_0.5,0.5,2.0,0.5,0.2,0.4472135954999579,0.04,0.4472135954999579,2.291500322826323e-09,-0.0134674039075521,0.0,-0.0744030525699692,0.0682069663167437,55.440672757084016,103.10337161604244,77.78710826497047,59.0795230504236
async_0.5_2_0.5,0.5,2.0,0.5,0.2333333333333333,0.4830458915396479,0.0544444444444444,0.4830458915396479,1.670173332968261e-09,-0.0133496984261486,0.0,-0.0745811641248202,0.06827632838312,54.67517540071777,103.67386940817951,77.72386688481446,58.93464276626311
async_0.5_2_0.5,0.5,2.0,0.5,0.2666666666666666,0.5163977794943222,0.0711111111111111,0.5163977794943222,1.2931025139550911e-09,-0.0132490971642653,0.0,-0.0747603464185164,0.0683387898334121,53.95679060914257,104.26505953545316,77.69965246365713,58.81759048850577
async_0.5_2_0.5,0.5,2.0,0.5,0.3,0.5477225575051661,0.09,0.5477225575051661,1.050267428581719e-09,-0.0131623971315849,0.0,-0.0749413536681324,0.0683945828473436,53.27525938260492,104.88529747626347,77.71521379132103,58.72753655147659
async_0.5_2_0.5,0.5,2.0,0.5,0.3333333333333333,0.5773502691896257,0.1111111111111111,0.5773502691896257,8.934222250900347e-10,-0.0130872992139759,0.0,-0.0751246762731246,0.0684436721103055,52.62306217333484,105.54183764909888,77.77177877195874,58.66424067904652
async_0.5_2_0.5,0.5,2.0,0.5,0.3666666666666666,0.6055300708194983,0.1344444444444444,0.6055300708194983,7.77930608819588e-10,-0.0130220950748198,0.0,-0.0753106563307459,0.0684858211682587,51.99447664598613,106.2412447016242,77.8708880375609,58.62784394368515
